,rssi,corr,theta,timestamp
1418,"(700.0167236328125, 141.6342315673828, 6574.103515625, 26.66039276123047)","(-0.9439247250556946, -0.9466326236724854, 0.9443007707595825, 0.9432920217514038)",-11.6,1765211080.395669
1419,"(723.7554321289062, 154.32398986816406, 6090.8408203125, 27.038166046142578)","(-0.9481527805328369, -0.9463789463043213, 0.9424898028373718, 0.9437772631645203)",-11.6,1765211080.6139367
1420,"(720.400146484375, 150.52284240722656, 6185.91455078125, 26.40523910522461)","(-0.9473221302032471, -0.9494085311889648, 0.9436435699462891, 0.9457266330718994)",-11.6,1765211080.8301976
1421,"(713.2972412109375, 152.69361877441406, 6082.5556640625, 26.532817840576172)","(-0.9491984844207764, -0.9000360369682312, 0.9441043734550476, 0.946628987789154)",-11.6,1765211081.047224
1422,"(660.144775390625, 145.8465576171875, 5787.5693359375, 28.47528839111328)","(-0.9017207026481628, -0.9030295014381409, 0.944709837436676, 0.9472536444664001)",-11.6,1765211081.265444
1423,"(707.68896484375, 146.35232543945312, 6005.12890625, 23.698184967041016)","(-0.9041317105293274, -0.9042528867721558, 0.9904515147209167, 0.9468432068824768)",-11.6,1765211081.4809902
1424,"(675.7957153320312, 137.47726440429688, 5850.912109375, 8.872798919677734)","(-0.9064193367958069, -0.9057726263999939, 0.9469174146652222, 0.9482450485229492)",-11.6,1765211081.6989114
1425,"(715.4873657226562, 122.709228515625, 5992.46337890625, 12.98138427734375)","(-0.9086460471153259, -0.9077659249305725, 0.9474980235099792, 0.9014090299606323)",-11.6,1765211081.9143023
1426,"(672.8302001953125, 116.41024780273438, 5789.3779296875, 10.862349510192871)","(-0.910240113735199, -0.9098405241966248, 0.900846004486084, 0.9018820524215698)",-11.6,1765211082.1328428
1427,"(686.8682861328125, 116.0999755859375, 5945.65576171875, 9.16520881652832)","(-0.9124423861503601, -0.9105995297431946, 0.9029420018196106, 0.9039307832717896)",-11.6,1765211082.3507447
1428,"(798.277587890625, 140.23483276367188, 6162.15771484375, 11.024059295654297)","(-0.9144317507743835, -0.9148198366165161, 0.9050043821334839, 0.9065991640090942)",-11.6,1765211082.568303
1429,"(684.777099609375, 139.1155242919922, 6155.0556640625, 12.75621509552002)","(-0.9144873023033142, -0.9124610424041748, 0.9093061089515686, 0.9066072702407837)",-11.6,1765211082.7845774
1430,"(745.966552734375, 166.92984008789062, 6142.1455078125, 10.600716590881348)","(-0.9147726893424988, -0.9160249829292297, 0.9105690121650696, 0.9114647507667542)",-11.6,1765211082.999607
1431,"(700.115966796875, 153.32862854003906, 6050.44921875, 10.5438814163208)","(-0.9196025133132935, -0.9159687757492065, 0.9112293720245361, 0.9126296639442444)",-11.6,1765211083.2174406
1432,"(763.60009765625, 167.53326416015625, 5778.212890625, 9.637714385986328)","(-0.9219236373901367, -0.9181462526321411, 0.9120978713035583, 0.9125329852104187)",-11.6,1765211083.4369428
1433,"(695.6884765625, 144.92837524414062, 6065.615234375, 12.578261375427246)","(-0.9199248552322388, -0.9224255681037903, 0.9136046171188354, 0.9138378500938416)",-11.6,1765211083.6521044
1434,"(638.861572265625, 146.73858642578125, 5818.1767578125, 12.244905471801758)","(-0.9228056073188782, -0.9234572649002075, 0.9155652523040771, 0.9168578386306763)",-11.6,1765211083.8693988
1435,"(663.2166137695312, 168.70855712890625, 6022.94921875, 11.571409225463867)","(-0.9256325960159302, -0.9238512516021729, 0.9173020720481873, 0.9185017347335815)",-11.6,1765211084.085519
1436,"(637.8534545898438, 158.8630828857422, 5878.6318359375, 9.867982864379883)","(-0.9255463480949402, -0.9276942014694214, 0.9186747074127197, 0.9199046492576599)",-11.6,1765211084.3027718
1437,"(664.2764282226562, 135.77951049804688, 6278.96484375, 10.103385925292969)","(-0.9279730916023254, -0.9257042407989502, 0.9211453199386597, 0.9224332571029663)",-11.6,1765211084.5181034
1438,"(670.538330078125, 135.9209747314453, 6131.3115234375, 16.11954689025879)","(-0.9315131306648254, -0.9251894354820251, 0.922160804271698, 0.9248269200325012)",-11.6,1765211084.7359753
1439,"(715.0584106445312, 163.74990844726562, 5828.8388671875, 21.72769546508789)","(-0.9330965280532837, -0.9279316663742065, 0.9261947274208069, 0.9257836937904358)",-11.6,1765211084.9546328
1440,"(640.4037475585938, 245.39479064941406, 5838.7822265625, 26.21710968017578)","(-0.9337754845619202, -0.9348874688148499, 0.9277209043502808, 0.928863525390625)",-10.1,1765211085.6030698
1441,"(727.83447265625, 288.252197265625, 6080.0, 32.628536224365234)","(-0.9353511929512024, -0.937893271446228, 0.9306408166885376, 0.9305225014686584)",-10.1,1765211085.8211982
1442,"(723.8368530273438, 257.72412109375, 6179.38525390625, 37.540489196777344)","(-0.9401971697807312, -0.938653290271759, 0.9311612248420715, 0.9326815605163574)",-10.1,1765211086.0390656
1443,"(763.77197265625, 238.74813842773438, 6005.4873046875, 17.058223724365234)","(-0.9375159740447998, -0.9406759142875671, 0.9328542351722717, 0.9330053329467773)",-10.1,1765211086.2545552
1444,"(710.031494140625, 241.67123413085938, 5727.5107421875, 9.665231704711914)","(-0.9421625137329102, -0.941140353679657, 0.9361218810081482, 0.9358558654785156)",-10.1,1765211086.4728677
1445,"(657.1566772460938, 195.73037719726562, 6191.91943359375, 3.7671399116516113)","(-0.9395008683204651, -0.9411113262176514, 0.9352379441261292, 0.9360629916191101)",-10.1,1765211086.6883228
1446,"(751.7064208984375, 205.75131225585938, 5851.38916015625, 4.090664863586426)","(-0.9450254440307617, -0.9440463185310364, 0.9407140016555786, 0.9380453824996948)",-10.1,1765211086.9060664
1447,"(700.7289428710938, 198.64808654785156, 5633.740234375, 5.382162094116211)","(-0.947104275226593, -0.9445207118988037, 0.9412015676498413, 0.9388880729675293)",-10.1,1765211087.124377
1448,"(742.4519653320312, 195.1376953125, 5920.9326171875, 5.275391101837158)","(-0.9473627805709839, -0.9505293369293213, 0.9386035799980164, 0.9410501718521118)",-10.1,1765211087.3398037
1449,"(746.6295776367188, 191.78482055664062, 5869.61328125, 6.352593421936035)","(-0.946148693561554, -0.948377251625061, 0.9412339925765991, 0.9399930834770203)",-10.1,1765211087.5592835
1450,"(700.4156494140625, 179.426513671875, 5898.287109375, 6.246501922607422)","(-0.9484173059463501, -0.9461380243301392, 0.9433050155639648, 0.9527503252029419)",-10.1,1765211087.7741866
1451,"(744.9620361328125, 197.0908203125, 6072.8427734375, 5.417004585266113)","(-0.9012684226036072, -0.9012497663497925, 0.9422592520713806, 0.9456743597984314)",-10.1,1765211087.991419
1452,"(767.88525390625, 189.42282104492188, 6179.689453125, 5.811323165893555)","(-0.900708019733429, -0.9026421308517456, 0.9435251355171204, 0.9442386627197266)",-10.1,1765211088.209182
1453,"(699.5707397460938, 182.62091064453125, 6122.373046875, 6.23404598236084)","(-0.903806746006012, -0.9005984663963318, 0.9467418193817139, 0.9469595551490784)",-10.1,1765211088.424663
1454,"(680.3905029296875, 195.07164001464844, 6265.81787109375, 5.873285293579102)","(-0.9072587490081787, -0.9032367467880249, 0.9478250741958618, 0.9501590728759766)",-10.1,1765211088.6429412
1455,"(719.8983154296875, 194.42457580566406, 5966.3896484375, 6.045593738555908)","(-0.9085683226585388, -0.9092012643814087, 0.946668267250061, 0.9006690979003906)",-10.1,1765211088.85851
1456,"(5923.990234375, 6.024957180023193, 5.760707855224609, 6.046181678771973)","(-0.9067216515541077, -0.9104629755020142, 0.9030652642250061, 0.9012031555175781)",-10.1,1765211089.1279705
1457,"(743.6450805664062, 222.73202514648438, 5928.64111328125, 5.65318489074707)","(-0.9114150404930115, -0.9751633405685425, 0.9023741483688354, 0.903327226638794)",-10.1,1765211089.2944212
1458,"(762.703125, 201.96719360351562, 5990.49169921875, 6.702025413513184)","(-0.9137195944786072, -0.9113205671310425, 0.9044824242591858, 0.9062206745147705)",-10.1,1765211089.5102894
1459,"(813.9217529296875, 198.08251953125, 6565.0947265625, 6.569354057312012)","(-0.9159027934074402, -0.9173985719680786, 0.9055982232093811, 0.9072880148887634)",-10.1,1765211089.727805
1460,"(689.0894775390625, 184.99099731445312, 6002.451171875, 5.471958160400391)","(-0.9184955954551697, -0.9173514246940613, 0.9074417352676392, 0.9079209566116333)",-10.1,1765211089.9460588
1461,"(757.4735717773438, 205.37606811523438, 5912.78857421875, 4.475424289703369)","(-0.9168542623519897, -0.9172045588493347, 0.9089042544364929, 0.9093525409698486)",-10.1,1765211090.1616116
1462,"(722.3823852539062, 196.16110229492188, 5655.16943359375, 4.994739055633545)","(-0.9204699397087097, -0.9192174077033997, 0.9112151265144348, 0.9130744338035583)",-10.1,1765211090.3797069
1463,"(732.6422119140625, 208.3230743408203, 6240.03173828125, 4.78720760345459)","(-0.9210028052330017, -0.9203203916549683, 0.9138979315757751, 0.9135234355926514)",-10.1,1765211090.5948203
1464,"(744.7513427734375, 224.78294372558594, 5878.166015625, 4.235835552215576)","(-0.9234173893928528, -0.9789581298828125, 0.915819525718689, 0.9158530235290527)",-10.1,1765211090.8130584
1465,"(706.73046875, 190.4239501953125, 5891.5361328125, 5.017833709716797)","(-0.9224715828895569, -0.9246007204055786, 0.9171860218048096, 0.9164285063743591)",-10.0,1765211091.029757
1466,"(670.761474609375, 190.15635681152344, 6148.9931640625, 4.5360918045043945)","(-0.9286045432090759, -0.9276710748672485, 0.9174890518188477, 0.9196652173995972)",-10.0,1765211091.2463415
1467,"(761.0678100585938, 210.231689453125, 5961.55908203125, 3.5471649169921875)","(-0.9285518527030945, -0.9250196814537048, 0.9186363816261292, 0.9187012910842896)",-10.0,1765211091.462024
1468,"(675.8754272460938, 187.88954162597656, 6156.8955078125, 4.681288719177246)","(-0.9312708973884583, -0.9317328929901123, 0.9201573729515076, 0.9218782782554626)",-10.0,1765211091.680083
1469,"(714.37353515625, 208.3999786376953, 5684.541015625, 4.419048309326172)","(-0.9297979474067688, -0.9283291697502136, 0.9222995042800903, 0.9221655130386353)",-10.0,1765211091.8983045
1470,"(690.766357421875, 203.0098876953125, 5994.0224609375, 4.43994140625)","(-0.9344323873519897, -0.9297258853912354, 0.9276928305625916, 0.9260932207107544)",-10.0,1765211092.1133945
1471,"(668.717529296875, 209.5491943359375, 5959.2294921875, 3.6456565856933594)","(-0.9327247738838196, -0.9701471924781799, 0.9255406260490417, 0.9257463812828064)",-10.0,1765211092.3324885
1472,"(781.6458740234375, 439.42724609375, 6032.14990234375, 3.908989429473877)","(-0.9386048316955566, -0.9375122785568237, 0.9290623664855957, 0.9303516745567322)",-8.2,1765211092.7649574
1473,"(755.2135009765625, 429.0250244140625, 5639.24609375, 4.194836139678955)","(-0.940641462802887, -0.9396165609359741, 0.930362343788147, 0.9310339093208313)",-8.1,1765211092.9832752
1474,"(730.6031494140625, 395.8502197265625, 6123.53125, 4.340453147888184)","(-0.9387156963348389, -0.939118504524231, 0.9333867430686951, 0.9331439733505249)",-8.1,1765211093.198684
1475,"(680.06201171875, 380.4524230957031, 6078.765625, 4.568643569946289)","(-0.943376898765564, -0.9410545825958252, 0.933434247970581, 0.9344866275787354)",-8.1,1765211093.4169853
1476,"(740.8368530273438, 422.42205810546875, 5843.0361328125, 4.503450393676758)","(-0.9418035745620728, -0.9430704712867737, 0.9342068433761597, 0.9365562200546265)",-8.1,1765211093.6320443
1477,"(680.5836791992188, 378.1429748535156, 6041.2470703125, 6.218155384063721)","(-0.940250039100647, -0.9594125151634216, 0.9379452466964722, 0.93779456615448)",-8.1,1765211093.850232
1478,"(711.06494140625, 395.41851806640625, 5743.25, 6.86854362487793)","(-0.9447828531265259, -0.9472763538360596, 0.9371206164360046, 0.937812864780426)",-8.1,1765211094.0685527
1479,"(749.7164306640625, 414.3446044921875, 5990.3056640625, 9.591100692749023)","(-0.9473109841346741, -0.9436813592910767, 0.9408368468284607, 0.9394732117652893)",-8.1,1765211094.283535
1480,"(703.5452880859375, 403.1762390136719, 5903.91796875, 7.990653038024902)","(-0.948536217212677, -0.9504474997520447, 0.9396824240684509, 0.9425485730171204)",-8.1,1765211094.5018187
1481,"(789.934326171875, 440.2802429199219, 5906.41455078125, 4.555535316467285)","(-0.9506668448448181, -0.9481432437896729, 0.9411181211471558, 0.9440191388130188)",-8.1,1765211094.7172823
1482,"(676.148193359375, 392.3772888183594, 6241.1806640625, 4.66235876083374)","(-0.949918270111084, -0.9010354280471802, 0.9426937699317932, 0.9454344511032104)",-8.1,1765211094.9365673
1483,"(755.2957763671875, 451.06719970703125, 5821.84375, 3.5891616344451904)","(-0.9012774229049683, -0.9003250598907471, 0.9428749084472656, 0.948066771030426)",-8.1,1765211095.1533115
1484,"(752.91552734375, 463.223388671875, 6271.3212890625, 3.5178964138031006)","(-0.903915286064148, -0.952012300491333, 0.946736216545105, 0.9458175897598267)",-8.1,1765211095.3688817
1485,"(652.9439086914062, 383.4805603027344, 5915.7177734375, 3.4500832557678223)","(-0.9029673933982849, -0.9027418494224548, 0.9441972374916077, 0.9474291205406189)",-8.1,1765211095.587084
1486,"(725.02587890625, 422.10565185546875, 6009.2099609375, 3.829440116882324)","(-0.9567123651504517, -0.9049915671348572, 0.9003265500068665, 0.9008366465568542)",-8.1,1765211095.8021457
1487,"(700.265380859375, 411.4375305175781, 6149.84375, 4.592068672180176)","(-0.9080170392990112, -0.9067021608352661, 0.9015902876853943, 0.9013794660568237)",-8.1,1765211096.020378
1488,"(729.3568115234375, 415.20465087890625, 5936.9912109375, 4.75934362411499)","(-0.911179780960083, -0.9093920588493347, 0.9041062593460083, 0.903084933757782)",-8.1,1765211096.239301
1489,"(695.7640380859375, 427.1219177246094, 5813.82470703125, 6.133734703063965)","(-0.9127134084701538, -0.913502037525177, 0.9038733839988708, 0.9062512516975403)",-8.1,1765211096.4550269
1490,"(699.1011962890625, 421.5785827636719, 5756.94921875, 5.5286760330200195)","(-0.913345456123352, -0.9137393236160278, 0.906621515750885, 0.90786212682724)",-8.1,1765211096.6719663
1491,"(701.1952514648438, 431.92620849609375, 5869.326171875, 5.711348533630371)","(-0.9144021272659302, -0.9409282207489014, 0.9073827862739563, 0.95554119348526)",-8.1,1765211096.8874114
1492,"(730.4852905273438, 443.33447265625, 5792.25048828125, 6.3438920974731445)","(-0.9179553389549255, -0.9177507758140564, 0.9115682244300842, 0.9111765027046204)",-8.1,1765211097.1056132
1493,"(669.5149536132812, 395.3653869628906, 6067.51904296875, 6.932599067687988)","(-0.968588650226593, -0.9208851456642151, 0.9107958674430847, 0.912909209728241)",-8.1,1765211097.320635
1494,"(656.0106201171875, 393.79534912109375, 5799.490234375, 6.614879608154297)","(-0.9191961288452148, -0.9219099283218384, 0.912294864654541, 0.9156044125556946)",-8.1,1765211097.5390608
1495,"(672.4716796875, 434.1233825683594, 5717.23583984375, 6.66762638092041)","(-0.9233165979385376, -0.9221962094306946, 0.9162274599075317, 0.9153832197189331)",-8.1,1765211097.7572331
1496,"(654.4115600585938, 394.2828369140625, 5788.9853515625, 6.848611831665039)","(-0.9222996830940247, -0.9251669645309448, 0.915676474571228, 0.9182193875312805)",-8.1,1765211097.9726865
1497,"(711.0565185546875, 434.77020263671875, 5881.81640625, 6.027437686920166)","(-0.9260312914848328, -0.9252894520759583, 0.9224182367324829, 0.9188516139984131)",-8.1,1765211098.1904755
1498,"(670.582275390625, 421.4184875488281, 5808.1943359375, 5.522459983825684)","(-0.9252846837043762, -0.930790364742279, 0.9202903509140015, 0.9215517044067383)",-8.1,1765211098.4061
1499,"(732.468017578125, 453.6280822753906, 5765.17578125, 4.618635177612305)","(-0.9306190609931946, -0.9300258755683899, 0.9208446145057678, 0.922795832157135)",-8.1,1765211098.624574
1500,"(757.3682250976562, 477.2722473144531, 6276.162109375, 4.492460250854492)","(-0.9279585480690002, -0.928516685962677, 0.9240432381629944, 0.9254909157752991)",-8.1,1765211098.842089
1501,"(702.3369140625, 425.941162109375, 6180.2060546875, 4.155269622802734)","(-0.9314085841178894, -0.9316180944442749, 0.9273409247398376, 0.9253597259521484)",-8.1,1765211099.0575476
1502,"(769.7139892578125, 484.4263916015625, 6120.998046875, 4.890207290649414)","(-0.9348582625389099, -0.9364224076271057, 0.9260964393615723, 0.9276624321937561)",-8.1,1765211099.2757294
1503,"(666.92724609375, 420.53143310546875, 6598.16796875, 5.473021030426025)","(-0.9339858293533325, -0.9343642592430115, 0.9286320805549622, 0.9284055829048157)",-8.1,1765211099.4912174
1504,"(614.8033447265625, 728.8553466796875, 5681.8994140625, 59.896156311035156)","(-0.9386463761329651, -0.9374663233757019, 0.9322002530097961, 0.9336084127426147)",-6.2,1765211099.9300196
1505,"(668.67919921875, 789.439208984375, 5736.65771484375, 57.04865264892578)","(-0.9401905536651611, -0.9404761791229248, 0.9329801201820374, 0.9341157078742981)",-6.1,1765211100.144276
1506,"(661.884765625, 790.874267578125, 5810.55078125, 63.7018928527832)","(-0.9412131905555725, -0.9402778148651123, 0.9343409538269043, 0.9356939792633057)",-6.1,1765211100.3606489
1507,"(630.5428466796875, 737.2443237304688, 5841.029296875, 63.74634552001953)","(-0.942811906337738, -0.9421720504760742, 0.9359215497970581, 0.9365823864936829)",-6.1,1765211100.5761921
1508,"(630.2098388671875, 751.7818603515625, 5805.4013671875, 58.79107666015625)","(-0.9440833330154419, -0.9435300827026367, 0.9360877275466919, 0.937617838382721)",-6.1,1765211100.79432
1509,"(698.2391967773438, 769.99658203125, 6114.3349609375, 56.409324645996094)","(-0.9455171823501587, -0.9458345770835876, 0.9394490122795105, 0.9392400979995728)",-6.1,1765211101.0122623
1510,"(631.15234375, 779.4182739257812, 5687.37890625, 60.28105163574219)","(-0.9455223083496094, -0.9461265206336975, 0.9399344325065613, 0.9411899447441101)",-6.1,1765211101.2277136
1511,"(649.6115112304688, 848.0118408203125, 5858.9248046875, 56.712547302246094)","(-0.9492588043212891, -0.949373185634613, 0.9421432018280029, 0.9418368339538574)",-6.1,1765211101.4462674
1512,"(613.7039794921875, 762.6376953125, 5826.38623046875, 57.223388671875)","(-0.9496050477027893, -0.9496859908103943, 0.9418199062347412, 0.943810760974884)",-6.1,1765211101.6615527
1513,"(613.9907836914062, 758.0540161132812, 5976.537109375, 56.54969787597656)","(-0.948898196220398, -0.9487853050231934, 0.9401015043258667, 0.9450210332870483)",-6.1,1765211101.8792248
1514,"(546.5213623046875, 764.6072998046875, 5650.2294921875, 66.88231658935547)","(-0.9025613069534302, -0.9027267694473267, 0.943678617477417, 0.9455022811889648)",-6.1,1765211102.1017635
1515,"(621.2510986328125, 761.8001708984375, 5781.2685546875, 57.45690155029297)","(-0.9025751948356628, -0.9014040231704712, 0.9461503624916077, 0.9488509893417358)",-6.1,1765211102.315271
1516,"(654.4393310546875, 745.8012084960938, 6067.05859375, 59.461669921875)","(-0.9041875004768372, -0.9047960638999939, 0.9461440443992615, 0.9476956129074097)",-6.1,1765211102.5310867
1517,"(631.21044921875, 760.107666015625, 5902.814453125, 58.9901123046875)","(-0.9058533906936646, -0.9052318930625916, 0.9494519829750061, 0.9006872177124023)",-6.1,1765211102.7462962
1518,"(610.1542358398438, 757.1927490234375, 6061.24560546875, 63.54315185546875)","(-0.9099568724632263, -0.9099746346473694, 0.947629451751709, 0.9015152454376221)",-6.1,1765211102.9644973
1519,"(581.306640625, 726.4804077148438, 6140.44775390625, 56.77935791015625)","(-0.9099547266960144, -0.9100568294525146, 0.9792894721031189, 0.9043027758598328)",-6.1,1765211103.182746
1520,"(574.1638793945312, 700.89599609375, 5950.60546875, 58.97236633300781)","(-0.9114170074462891, -0.9124552011489868, 0.9045820832252502, 0.9058775901794434)",-6.1,1765211103.4017086
1521,"(544.9339599609375, 733.43017578125, 5757.36669921875, 60.555885314941406)","(-0.9157004356384277, -0.9164763689041138, 0.9057754278182983, 0.9077459573745728)",-6.1,1765211103.6182196
1522,"(630.2130737304688, 753.1067504882812, 5784.6611328125, 59.55047607421875)","(-0.9145361185073853, -0.914086103439331, 0.9071806073188782, 0.9092775583267212)",-6.1,1765211103.8314662
1523,"(697.2943115234375, 864.1403198242188, 5818.51171875, 58.84295654296875)","(-0.9184842705726624, -0.9169993996620178, 0.9087743163108826, 0.9106505513191223)",-6.1,1765211104.0493305
1524,"(686.0201416015625, 817.9661865234375, 5818.9716796875, 60.7584228515625)","(-0.9169101715087891, -0.9170002341270447, 0.9122905135154724, 0.9134576320648193)",-6.1,1765211104.2654672
1525,"(651.134521484375, 784.306884765625, 5936.4619140625, 61.472015380859375)","(-0.9207937717437744, -0.9208426475524902, 0.9157842993736267, 0.9136733412742615)",-6.1,1765211104.4858801
1526,"(544.0855712890625, 650.3734130859375, 6234.26416015625, 57.10511779785156)","(-0.9205384254455566, -0.9221325516700745, 0.9835415482521057, 0.9163715839385986)",-6.1,1765211104.7013192
1527,"(664.88525390625, 834.8331298828125, 6086.7763671875, 57.2708740234375)","(-0.9217619895935059, -0.9227148294448853, 0.9161398410797119, 0.9177703857421875)",-6.1,1765211104.9164612
1528,"(629.7830810546875, 754.158447265625, 6063.76318359375, 66.95549011230469)","(-0.926715075969696, -0.9253242611885071, 0.9197519421577454, 0.9185863733291626)",-6.1,1765211105.1358588
1529,"(626.7080078125, 755.9832763671875, 5668.53076171875, 60.89374542236328)","(-0.9253947734832764, -0.9256404042243958, 0.9197686910629272, 0.9215167760848999)",-6.1,1765211105.3501108
1530,"(611.3876953125, 741.1318359375, 5899.17431640625, 68.11320495605469)","(-0.9293640851974487, -0.9287692904472351, 0.9225374460220337, 0.9219098687171936)",-6.1,1765211105.5680315
1531,"(583.2025146484375, 735.1234130859375, 5510.8447265625, 63.90340805053711)","(-0.9302576780319214, -0.9305102825164795, 0.9225890040397644, 0.9237229824066162)",-6.1,1765211105.789956
1532,"(644.1060791015625, 780.5304565429688, 5949.404296875, 69.55903625488281)","(-0.9322146773338318, -0.9312939047813416, 0.9262741804122925, 0.9263727068901062)",-6.1,1765211106.0016398
1533,"(619.55859375, 741.9737548828125, 6056.7197265625, 64.96018981933594)","(-0.9347983002662659, -0.9347021579742432, 0.9858117699623108, 0.9271771907806396)",-6.1,1765211106.2199824
1534,"(684.68115234375, 661.7606811523438, 5731.84375, 53.86167526245117)","(-0.9338858127593994, -0.9335732460021973, 0.9273748397827148, 0.9289949536323547)",-6.1,1765211106.437553
1535,"(772.39208984375, 736.3707885742188, 6106.20849609375, 48.315345764160156)","(-0.9350616335868835, -0.9360230565071106, 0.9278979897499084, 0.9300284385681152)",-6.1,1765211106.6541
1536,"(689.5093383789062, 1098.15185546875, 5514.94970703125, 109.95451354980469)","(-0.9392613768577576, -0.9390593767166138, 0.932796061038971, 0.9347620010375977)",-4.5,1765211107.0865972
1537,"(756.1570434570312, 1060.07373046875, 5497.5146484375, 106.21432495117188)","(-0.9401506185531616, -0.9399722218513489, 0.934492826461792, 0.9345544576644897)",-4.4,1765211107.3048258
1538,"(801.1426391601562, 1112.685546875, 5647.08837890625, 99.46823120117188)","(-0.9414701461791992, -0.9411267638206482, 0.9351688623428345, 0.9356374144554138)",-4.4,1765211107.521333
1539,"(732.3861083984375, 1050.3778076171875, 5881.984375, 92.67315673828125)","(-0.9429440498352051, -0.9424063563346863, 0.9907919764518738, 0.9368222951889038)",-4.4,1765211107.7385318
1540,"(677.3211669921875, 976.0169677734375, 5725.1181640625, 76.75302124023438)","(-0.9464086890220642, -0.9463587403297424, 0.9366452097892761, 0.9385206699371338)",-4.4,1765211107.9571671
1541,"(771.561279296875, 1050.0888671875, 5757.833984375, 83.90402221679688)","(-0.9465440511703491, -0.9459170699119568, 0.9394730925559998, 0.9408179521560669)",-4.4,1765211108.171738
1542,"(730.520263671875, 1010.6217651367188, 5625.79052734375, 100.20639038085938)","(-0.9472590088844299, -0.9472606778144836, 0.9404993653297424, 0.9417704939842224)",-4.4,1765211108.3900702
1543,"(767.6953125, 1056.150146484375, 5721.88134765625, 90.26187896728516)","(-0.9493947625160217, -0.9488089084625244, 0.9432357549667358, 0.9428752064704895)",-4.4,1765211108.606174
1544,"(771.547607421875, 1076.275390625, 5602.88330078125, 90.54505920410156)","(-0.9503013491630554, -0.9493175745010376, 0.942040205001831, 0.9448325634002686)",-4.4,1765211108.8233476
1545,"(703.4649047851562, 982.82177734375, 5474.84716796875, 85.69427490234375)","(-0.9011215567588806, -0.9009748697280884, 0.944907009601593, 0.9455661177635193)",-4.3,1765211109.0415988
1546,"(690.0686645507812, 948.501708984375, 5946.4541015625, 84.09391784667969)","(-0.90064537525177, -0.9000798463821411, 0.9893056750297546, 0.9474576115608215)",-4.3,1765211109.2594228
1547,"(696.5482177734375, 969.955322265625, 5614.7138671875, 83.92864227294922)","(-0.9052184820175171, -0.9050863981246948, 0.9457850456237793, 0.9469353556632996)",-4.3,1765211109.4808075
1548,"(775.8386840820312, 1060.432861328125, 5801.4814453125, 85.7044677734375)","(-0.9063752293586731, -0.9057939052581787, 0.9488635659217834, 0.9000584483146667)",-4.3,1765211109.6916294
1549,"(693.473388671875, 976.0211181640625, 5747.40625, 90.13619995117188)","(-0.9088094234466553, -0.9087604284286499, 0.9001474976539612, 0.9017547369003296)",-4.3,1765211109.9085553
1550,"(744.4813232421875, 981.2091064453125, 5640.603515625, 79.80342102050781)","(-0.9097846150398254, -0.9094805121421814, 0.9037551283836365, 0.9033243656158447)",-4.3,1765211110.1237617
1551,"(699.0120239257812, 956.18115234375, 5652.369140625, 82.29896545410156)","(-0.9105813503265381, -0.9108936786651611, 0.9037262797355652, 0.905264675617218)",-4.3,1765211110.342621
1552,"(706.8560791015625, 976.074462890625, 5607.359375, 73.1608657836914)","(-0.9139760732650757, -0.9141493439674377, 0.9053551554679871, 0.906579315662384)",-4.3,1765211110.5601716
1553,"(5705.93017578125, 62.42708969116211, 61.16352081298828, 63.06898880004883)","(-0.9147107601165771, -0.9152303338050842, 0.909066379070282, 0.9080502390861511)",-4.3,1765211110.8208961
1554,"(690.1939697265625, 1048.32568359375, 5589.6259765625, 50.33342361450195)","(-0.9171593189239502, -0.9170516729354858, 0.9078938364982605, 0.909726619720459)",-4.3,1765211110.9974637
1555,"(764.465576171875, 1249.79931640625, 5711.6669921875, 39.90694046020508)","(-0.9169976711273193, -0.9181045293807983, 0.9103103280067444, 0.9114219546318054)",-4.3,1765211111.2089634
1556,"(652.4849853515625, 1080.9061279296875, 5939.9599609375, 40.697200775146484)","(-0.920913577079773, -0.9202858209609985, 0.9126392006874084, 0.9119992256164551)",-4.3,1765211111.4274902
1557,"(635.9157104492188, 1003.3914794921875, 5755.509765625, 38.85586929321289)","(-0.9203168153762817, -0.9207395315170288, 0.9145772457122803, 0.9156237244606018)",-4.3,1765211111.6450188
1558,"(645.9501953125, 1081.55322265625, 5799.01171875, 38.14546585083008)","(-0.9249769449234009, -0.9249797463417053, 0.9156138896942139, 0.9162588715553284)",-4.3,1765211111.8604858
1559,"(703.163330078125, 1179.536376953125, 5458.86962890625, 41.628501892089844)","(-0.9249136447906494, -0.9248669743537903, 0.9189023971557617, 0.9191861152648926)",-4.3,1765211112.0787714
1560,"(695.168212890625, 1171.588623046875, 5945.6904296875, 55.06379699707031)","(-0.9263204336166382, -0.9256934523582458, 0.9194115400314331, 0.9205080270767212)",-4.3,1765211112.2942374
1561,"(676.0631103515625, 1076.17626953125, 5655.7529296875, 57.78034591674805)","(-0.9289310574531555, -0.9291433095932007, 0.9203681945800781, 0.9219527840614319)",-4.3,1765211112.5121138
1562,"(694.70263671875, 1169.3740234375, 5364.9013671875, 57.86762237548828)","(-0.9306700825691223, -0.9299777150154114, 0.9234358072280884, 0.924241304397583)",-4.3,1765211112.7304459
1563,"(62.89324951171875, 64.32305908203125, 61.3109016418457, 62.582069396972656)","(-0.930197536945343, -0.9319100379943848, 0.9243043065071106, 0.925702691078186)",-4.3,1765211113.0001042
