,rssi,corr,theta,timestamp
3032,"(2480.1552734375, 162.8978271484375, 578.5960693359375, 3.70731520652771)","(-0.9499228000640869, -0.9499090313911438, 0.9433602690696716, 0.9450821280479431)",79.0,1765211533.927665
3033,"(2331.01025390625, 150.44024658203125, 592.1348266601562, 3.5700879096984863)","(-0.900344967842102, -0.9001708030700684, 0.9908832907676697, 0.9461961388587952)",79.0,1765211534.1449406
3034,"(2392.5966796875, 152.53309631347656, 556.558837890625, 3.9488399028778076)","(-0.901783287525177, -0.9017326831817627, 0.9463533759117126, 0.9471231698989868)",79.0,1765211534.3600686
3035,"(2357.5400390625, 148.62091064453125, 512.0506591796875, 3.2866761684417725)","(-0.9037134051322937, -0.9037575721740723, 0.9471948146820068, 0.9489884972572327)",79.0,1765211534.5782726
3036,"(2453.5068359375, 147.12823486328125, 546.3028564453125, 3.905641794204712)","(-0.9056622982025146, -0.9057962894439697, 0.9484914541244507, 0.9487568736076355)",79.0,1765211534.7937963
3037,"(2420.087890625, 150.35287475585938, 557.7109375, 4.001204967498779)","(-0.9076200127601624, -0.907616376876831, 0.901013195514679, 0.9022549390792847)",79.0,1765211535.0126312
3038,"(2418.857177734375, 145.02053833007812, 540.1309814453125, 3.7460129261016846)","(-0.9091151356697083, -0.9091594219207764, 0.9033539891242981, 0.9042103290557861)",79.0,1765211535.2271385
3039,"(2515.60302734375, 157.3472900390625, 579.3056030273438, 3.7078325748443604)","(-0.9110651612281799, -0.9110368490219116, 0.904657781124115, 0.9058612585067749)",79.0,1765211535.4459846
3040,"(2133.148193359375, 227.87362670898438, 654.4491577148438, 0.034816354513168335)","(-0.9452067613601685, -0.9450934529304504, 0.9810616970062256, 0.9289570450782776)",80.9,1765211540.2193935
3041,"(2163.534423828125, 215.23580932617188, 607.9658203125, 0.014433685690164566)","(-0.9470160007476807, -0.9469796419143677, 0.9408386945724487, 0.9162286520004272)",80.9,1765211540.440387
3042,"(2227.4873046875, 223.65274047851562, 634.1419677734375, 0.00853961892426014)","(-0.9487878680229187, -0.948527455329895, 0.942182183265686, 0.9232478737831116)",80.9,1765211540.6537802
3043,"(2150.975341796875, 215.9531707763672, 614.6731567382812, 0.017310798168182373)","(-0.9497795701026917, -0.9492974877357483, 0.943727433681488, 0.9280063509941101)",80.9,1765211540.8709826
3044,"(657.626220703125, 0.051587291061878204, 0.018836859613656998, 0.024350957944989204)","(-0.900312066078186, -0.9130499362945557, 0.9131960868835449, 0.9232605695724487)",80.9,1765211541.137249
3045,"(2230.016357421875, 229.3856201171875, 0.03202487528324127, 0.04738388583064079)","(-0.9021649956703186, -0.9024298191070557, 0.9131988286972046, 0.9116950035095215)",80.9,1765211541.3042634
3046,"(2159.797607421875, 227.61215209960938, 626.1994018554688, 0.06390689313411713)","(-0.9046168923377991, -0.9042563438415527, 0.9469113945960999, 0.9147802591323853)",80.9,1765211541.5227158
3047,"(2123.36962890625, 227.59585571289062, 645.404052734375, 0.9426729679107666)","(-0.9052563905715942, -0.9056680202484131, 0.9756537675857544, 0.9033114314079285)",80.9,1765211541.7389388
3048,"(2144.25341796875, 224.46432495117188, 634.0889282226562, 0.5976063013076782)","(-0.907446563243866, -0.9071105718612671, 0.9015504121780396, 0.9063176512718201)",80.9,1765211541.9565861
3049,"(2135.082275390625, 233.8884735107422, 601.3856811523438, 0.5468156337738037)","(-0.9093863368034363, -0.9094487428665161, 0.9030601382255554, 0.9071439504623413)",80.9,1765211542.1712635
3050,"(2059.1845703125, 215.31051635742188, 588.2896118164062, 0.8142607808113098)","(-0.9110757112503052, -0.9111908674240112, 0.9045954346656799, 0.9087423086166382)",80.9,1765211542.389455
3051,"(2081.1025390625, 186.30923461914062, 578.8352661132812, 1.0262454748153687)","(-0.9125351309776306, -0.9128850102424622, 0.9067946672439575, 0.9098005890846252)",80.9,1765211542.6072764
3052,"(2130.977294921875, 171.18173217773438, 557.4503173828125, 1.127349853515625)","(-0.914751410484314, -0.9145235419273376, 0.9084462523460388, 0.9107073545455933)",80.9,1765211542.8227935
3053,"(2087.773193359375, 169.62066650390625, 549.4400634765625, 1.278421401977539)","(-0.9163169860839844, -0.9162327647209167, 0.9102703332901001, 0.912399172782898)",80.9,1765211543.041014
3054,"(2108.490234375, 164.42724609375, 563.8853149414062, 1.1862258911132812)","(-0.9181044101715088, -0.9184126257896423, 0.9708322882652283, 0.9144930243492126)",80.9,1765211543.2564871
3055,"(2122.61962890625, 171.51486206054688, 553.88916015625, 1.244818925857544)","(-0.9196825623512268, -0.9197607040405273, 0.9137510061264038, 0.9158296585083008)",80.9,1765211543.4743588
3056,"(2102.27734375, 190.7758026123047, 558.1263427734375, 0.6789483428001404)","(-0.9212538003921509, -0.9211335182189941, 0.9153785109519958, 0.9190245866775513)",80.9,1765211543.6925542
3057,"(2086.51416015625, 232.16064453125, 638.4850463867188, 0.9831362366676331)","(-0.9233077764511108, -0.9233207702636719, 0.9167243242263794, 0.9143099188804626)",80.9,1765211543.9082017
3058,"(2168.847900390625, 205.36727905273438, 618.1641845703125, 1.4172028303146362)","(-0.9248676896095276, -0.9251826405525208, 0.9184159636497498, 0.9161971807479858)",80.9,1765211544.125921
3059,"(2147.59619140625, 201.38510131835938, 542.2548828125, 1.815798044204712)","(-0.9264817833900452, -0.9271469712257385, 0.9197668433189392, 0.9199897050857544)",80.9,1765211544.3435583
3060,"(2149.908447265625, 228.5570068359375, 481.738037109375, 1.7428255081176758)","(-0.9282674193382263, -0.9282873272895813, 0.9214444160461426, 0.923564612865448)",80.9,1765211544.5596142
3061,"(2227.386474609375, 208.46762084960938, 530.7703857421875, 1.0984752178192139)","(-0.9295140504837036, -0.9295850992202759, 0.9229806065559387, 0.9260832667350769)",80.9,1765211544.7774374
3062,"(2138.1708984375, 211.6610565185547, 516.7225341796875, 0.3726441264152527)","(-0.9309980869293213, -0.9305415749549866, 0.9252284169197083, 0.9278766512870789)",80.9,1765211544.992957
3063,"(2067.4140625, 231.99794006347656, 500.190673828125, 0.02603410743176937)","(-0.9329220652580261, -0.9327218532562256, 0.9264958500862122, 0.9145730137825012)",80.9,1765211545.211191
3064,"(2069.218994140625, 212.19918823242188, 485.61883544921875, 0.031229885295033455)","(-0.9345192313194275, -0.9346145987510681, 0.9277750253677368, 0.9343574047088623)",80.9,1765211545.429621
3065,"(2113.220703125, 212.06143188476562, 509.15771484375, 5.962067604064941)","(-0.9362781047821045, -0.9361447095870972, 0.9291103482246399, 0.9312075972557068)",80.9,1765211545.644546
3066,"(2082.223388671875, 239.58355712890625, 514.3446655273438, 9.423659324645996)","(-0.9377699494361877, -0.9378942847251892, 0.9305229783058167, 0.932765543460846)",80.9,1765211545.8626876
3067,"(2085.967041015625, 230.9888916015625, 508.7547302246094, 8.169783592224121)","(-0.9387325048446655, -0.9389709234237671, 0.9320175647735596, 0.9337370991706848)",80.9,1765211546.0782847
3068,"(2152.82958984375, 213.76577758789062, 538.2634887695312, 1.5300934314727783)","(-0.9403038024902344, -0.9401102662086487, 0.9337875843048096, 0.9357029795646667)",80.9,1765211546.296045
3069,"(2162.52783203125, 226.5667266845703, 485.13604736328125, 0.1875072717666626)","(-0.9421720504760742, -0.9422714710235596, 0.9352439641952515, 0.9394640326499939)",80.9,1765211546.511858
3070,"(2176.302734375, 220.82862854003906, 508.68505859375, 0.6210601329803467)","(-0.9424557685852051, -0.9425479769706726, 0.9371797442436218, 0.9377008080482483)",80.9,1765211546.7297966
3071,"(2077.008544921875, 218.50448608398438, 473.2044677734375, 1.5196568965911865)","(-0.997761070728302, -0.9444597959518433, 0.938195526599884, 0.9399622678756714)",80.9,1765211546.946922
3072,"(1723.240966796875, 391.77142333984375, 600.0159912109375, 23.556941986083984)","(-0.9276257753372192, -0.9279065728187561, 0.9221125245094299, 0.9226794838905334)",82.7,1765211558.4489987
3073,"(1639.025146484375, 400.6969299316406, 553.3431396484375, 25.176822662353516)","(-0.9296419024467468, -0.9297879934310913, 0.9234211444854736, 0.9241564273834229)",82.8,1765211558.66578
3074,"(1623.533447265625, 386.694580078125, 572.9736328125, 25.34535026550293)","(-0.9315718412399292, -0.9312180280685425, 0.925349771976471, 0.925841212272644)",82.8,1765211558.882351
3075,"(1671.8709716796875, 382.8999328613281, 605.8773193359375, 25.638748168945312)","(-0.9325635433197021, -0.932224690914154, 0.9270487427711487, 0.9276150465011597)",82.8,1765211559.099082
3076,"(1709.2445068359375, 379.89447021484375, 534.9305419921875, 16.16427993774414)","(-0.9342929124832153, -0.9342060685157776, 0.9282553195953369, 0.9287798404693604)",82.8,1765211559.3181522
3077,"(1811.820556640625, 406.45513916015625, 543.7344360351562, 5.8638105392456055)","(-0.9357820749282837, -0.9359739422798157, 0.9298156499862671, 0.931204617023468)",82.8,1765211559.5328588
3078,"(1933.60791015625, 351.09210205078125, 623.9757080078125, 0.9231895208358765)","(-0.9886509776115417, -0.9371131062507629, 0.9311738014221191, 0.9307708740234375)",82.8,1765211559.7494152
3079,"(1839.4921875, 368.82568359375, 588.7723388671875, 1.083012342453003)","(-0.9389564990997314, -0.9386956691741943, 0.9326642155647278, 0.9338077902793884)",82.8,1765211559.9661648
3080,"(1770.2353515625, 397.17266845703125, 557.1307983398438, 1.2418169975280762)","(-0.9402236342430115, -0.9404469132423401, 0.9342278242111206, 0.9353576898574829)",82.8,1765211560.184366
3081,"(1786.930419921875, 383.4480895996094, 588.5245361328125, 1.1806466579437256)","(-0.9416115283966064, -0.9409855008125305, 0.9358600974082947, 0.9381248950958252)",82.8,1765211560.399891
3082,"(1798.359375, 374.0553894042969, 584.2366943359375, 1.339257001876831)","(-0.9429574012756348, -0.9425047039985657, 0.9371185302734375, 0.9397545456886292)",82.8,1765211560.617784
3083,"(1783.014892578125, 373.0390625, 545.4432373046875, 1.457195520401001)","(-0.9443849921226501, -0.9974265098571777, 0.9384775757789612, 0.9408218860626221)",82.8,1765211560.8332057
3084,"(1803.2607421875, 350.5413818359375, 556.3914794921875, 1.4099260568618774)","(-0.9455678462982178, -0.9456632733345032, 0.9399726986885071, 0.9425960183143616)",82.8,1765211561.051399
3085,"(1884.55078125, 326.53131103515625, 578.08544921875, 1.5021381378173828)","(-0.9472913146018982, -0.9471045732498169, 0.9408460855484009, 0.943496584892273)",82.8,1765211561.2692423
3086,"(1797.697021484375, 342.54241943359375, 567.0538330078125, 1.778792381286621)","(-0.9482151865959167, -0.9480360746383667, 0.942672848701477, 0.9445648193359375)",82.8,1765211561.4860232
3087,"(1833.6273193359375, 345.05340576171875, 560.2092895507812, 1.5654163360595703)","(-0.949996829032898, -0.9499493837356567, 0.9437994360923767, 0.9455012083053589)",82.8,1765211561.702956
3088,"(1757.9583740234375, 362.9839782714844, 600.4302978515625, 1.3274829387664795)","(-0.9002076387405396, -0.9001765251159668, 0.9787416458129883, 0.9470276832580566)",82.8,1765211561.9184153
3089,"(1791.308837890625, 361.0726623535156, 561.4158935546875, 1.3520355224609375)","(-0.9022339582443237, -0.9022139310836792, 0.9461762309074402, 0.9480524659156799)",82.8,1765211562.1372411
3090,"(1732.7562255859375, 393.988037109375, 555.066650390625, 1.3259185552597046)","(-0.903866171836853, -0.9040967226028442, 0.9478690028190613, 0.9007601737976074)",82.8,1765211562.3545442
3091,"(1793.6776123046875, 383.5146179199219, 573.8473510742188, 1.223747968673706)","(-0.9058540463447571, -0.9056488871574402, 0.9488591551780701, 0.9029293656349182)",82.8,1765211562.5709825
3092,"(1883.074951171875, 381.32171630859375, 569.556640625, 1.1747150421142578)","(-0.9080120325088501, -0.907466471195221, 0.9014995694160461, 0.9048759341239929)",82.8,1765211562.7878814
3093,"(1811.222900390625, 381.6037902832031, 585.0230712890625, 1.2268428802490234)","(-0.9095035791397095, -0.9092250466346741, 0.903685450553894, 0.9065966010093689)",82.8,1765211563.0051107
3094,"(1848.135498046875, 376.10968017578125, 576.7424926757812, 1.175668478012085)","(-0.9112855195999146, -0.9111820459365845, 0.9052835702896118, 0.9081119894981384)",82.8,1765211563.2215073
3095,"(1735.2694091796875, 370.4089050292969, 615.4593505859375, 1.1030244827270508)","(-0.9128100872039795, -0.9127280116081238, 0.9932904839515686, 0.9092156887054443)",82.8,1765211563.4403214
3096,"(1807.2335205078125, 371.3974914550781, 577.7280883789062, 1.2792751789093018)","(-0.9149096012115479, -0.9148600697517395, 0.9088016748428345, 0.9111406803131104)",82.8,1765211563.6548955
3097,"(1730.81494140625, 394.4261474609375, 597.89697265625, 1.4065412282943726)","(-0.9162845015525818, -0.916253387928009, 0.9105528593063354, 0.9129273295402527)",82.8,1765211563.8731117
3098,"(1807.311279296875, 354.1914978027344, 560.995361328125, 1.4193514585494995)","(-0.9182520508766174, -0.9184762239456177, 0.9120592474937439, 0.9148871898651123)",82.8,1765211564.088525
3099,"(1790.3558349609375, 344.8636779785156, 559.4580078125, 1.3963960409164429)","(-0.9200767278671265, -0.9197787642478943, 0.9139897227287292, 0.9175881743431091)",82.8,1765211564.3078527
3100,"(1.6024880409240723, 1.6418440341949463, 1.477672815322876, 1.4680206775665283)","(-0.9234918355941772, -0.9249595403671265, 0.9181069731712341, 0.9180296659469604)",82.8,1765211564.6058273
3101,"(563.1018676757812, 1.542393445968628, 1.5736780166625977, 1.5082834959030151)","(-0.9232409000396729, -0.9263591170310974, 0.9195665121078491, 0.9194941520690918)",82.8,1765211564.768345
3102,"(1631.6416015625, 337.1746826171875, 594.896728515625, 1.3716939687728882)","(-0.9251016974449158, -0.9252218008041382, 0.9929824471473694, 0.9208420515060425)",82.8,1765211564.958561
3103,"(1785.02880859375, 361.72344970703125, 569.2161865234375, 1.363739013671875)","(-0.9263356924057007, -0.9266104698181152, 0.920559287071228, 0.9231938719749451)",82.8,1765211565.1735208
3104,"(1513.153076171875, 383.60369873046875, 698.2836303710938, 40.76289367675781)","(-0.9257600903511047, -0.9257537126541138, 0.9186209440231323, 0.9190390110015869)",84.7,1765211571.9021325
3105,"(1352.280029296875, 409.55712890625, 666.85205078125, 44.53662872314453)","(-0.9276164174079895, -0.9276288151741028, 0.920017659664154, 0.9208884835243225)",85.4,1765211572.1175833
3106,"(1390.0277099609375, 418.828125, 618.4556884765625, 43.59979248046875)","(-0.928767740726471, -0.9292477369308472, 0.9217212200164795, 0.9231239557266235)",85.4,1765211572.3384273
3107,"(1500.474609375, 409.27099609375, 659.8665771484375, 39.809288024902344)","(-0.9301123023033142, -0.9301594495773315, 0.9237415790557861, 0.9243009686470032)",85.4,1765211572.5511122
3108,"(1460.1929931640625, 457.07904052734375, 649.5465087890625, 38.05810546875)","(-0.9321299195289612, -0.9322881102561951, 0.9250958561897278, 0.9264293313026428)",85.4,1765211572.7693825
3109,"(1413.81884765625, 487.03271484375, 651.8323974609375, 41.80931091308594)","(-0.9339938163757324, -0.9346854090690613, 0.9261110424995422, 0.9280120134353638)",85.4,1765211572.9874654
3110,"(1346.3511962890625, 508.50579833984375, 678.1683349609375, 46.39527893066406)","(-0.9361167550086975, -0.935917317867279, 0.9273838400840759, 0.9286471605300903)",85.4,1765211573.2028816
3111,"(1300.8599853515625, 489.4219970703125, 677.0601806640625, 48.036407470703125)","(-0.9359818696975708, -0.9354702830314636, 0.930077850818634, 0.929227888584137)",85.6,1765211573.4246838
3112,"(1290.38720703125, 499.6060791015625, 605.2183837890625, 47.2692985534668)","(-0.9386909008026123, -0.9383547902107239, 0.930992841720581, 0.9310863018035889)",85.6,1765211573.6361783
3113,"(1312.475341796875, 490.1141357421875, 626.2567749023438, 45.311927795410156)","(-0.938935399055481, -0.9391140937805176, 0.9328425526618958, 0.933822751045227)",85.6,1765211573.8544931
3114,"(1567.183349609375, 498.608154296875, 704.3277587890625, 26.204029083251953)","(-0.9397186040878296, -0.9401495456695557, 0.9346824288368225, 0.9344161748886108)",85.6,1765211574.0722337
3115,"(1562.255859375, 549.3676147460938, 723.3408203125, 24.99112319946289)","(-0.9409324526786804, -0.9411521553993225, 0.9364232420921326, 0.9355573058128357)",85.6,1765211574.2877688
3116,"(1554.9266357421875, 561.4151611328125, 727.6334228515625, 19.944520950317383)","(-0.9433855414390564, -0.9433451890945435, 0.9371969699859619, 0.9371058344841003)",85.6,1765211574.5088084
3117,"(1497.917236328125, 527.1568603515625, 723.6689453125, 22.224313735961914)","(-0.9455195069313049, -0.9455622434616089, 0.937995970249176, 0.9389395713806152)",85.6,1765211574.7215178
3118,"(1531.583251953125, 574.2059326171875, 723.1126708984375, 20.6285400390625)","(-0.9463496208190918, -0.9465635418891907, 0.9392306208610535, 0.9406334757804871)",85.6,1765211574.9429772
3119,"(1580.888427734375, 534.10205078125, 701.0623168945312, 31.132356643676758)","(-0.9471089839935303, -0.9464572072029114, 0.9417936205863953, 0.9409112930297852)",85.6,1765211575.1575136
3120,"(1777.423583984375, 315.8228759765625, 751.2742919921875, 26.713829040527344)","(-0.9489957690238953, -0.9488568902015686, 0.9423651099205017, 0.9428274035453796)",85.6,1765211575.3730967
